Latitude,Longitude,StationID,demand_tpd,Production_Type,ProductionCapacity_tpd,ProductionCost_perDay,CO2_Emitted_tpd,CO2_Captured_tpd,DeliveredCost_usd_per_kg,Mode,Scenario_TotalCost_perDay,ScenarioID,StationCount,Constraint,Estimated_dispensed_cost
32.793,-96.684,99467,10.027143404014042,electrolyzer,11.056549635303904,47863.07832835941,38.8084892199167,0.0,1000.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$2.00 - $5.00/kg
32.793,-96.684,99467,10.027143404014042,electrolyzer,11.056549635303904,47863.07832835941,38.8084892199167,0.0,1000.0,Pipeline,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$2.00 - $5.00/kg
33.73341025,-113.9782551,laPazAZ,,electrolyzerExisting,12.901144976616688,58198.21707286628,0.0,0.0,,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,
33.73341025,-113.9782551,laPazAZ,,electrolyzerExisting,12.901144976616688,58198.21707286628,0.0,0.0,,Pipeline,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,
29.779,-95.124,100467,9.997597256673924,smr-noCCSExisting,11.485154458411923,9302.361147298849,0.0,0.0,1000.0,Onsite,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
29.779,-95.124,100467,9.997597256673924,smr-noCCSExisting,11.485154458411923,9302.361147298849,0.0,0.0,1000.0,Pipeline,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
29.93,-95.314,100920,10.001569356567128,smr-noCCSExisting,11.493959328655404,9307.431519713298,0.0,0.0,1000.0,Onsite,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
29.93,-95.314,100920,10.001569356567128,smr-noCCSExisting,11.493959328655404,9307.431519713298,0.0,0.0,1000.0,Pipeline,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
29.804,-94.981,100951,9.992768210876598,smr-noCCSExisting,11.47960689454413,9297.867916869762,0.0,0.0,1000.0,Onsite,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
29.804,-94.981,100951,9.992768210876598,smr-noCCSExisting,11.47960689454413,9297.867916869762,0.0,0.0,1000.0,Pipeline,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
29.813,-95.292,101729,9.999670811763584,smr-noCCSExisting,11.487909382268624,9304.411322291238,0.0,0.0,1000.0,Onsite,444136.50731562846,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,any,$2.00 - $5.00/kg
